"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Horaga albimacula","Brown Onyx","白斑灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Horaga onyx","Common Onyx","斑灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Iraota timoleon","Silver Streak Blue","鐵木萊異灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Mahathala ameria","Falcate Oak Blue","瑪灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Pratapa deva","White Royal","珀灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Rapala manea","Slate Flash","麻燕灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Remelana jangala","Chocolate Royal","萊灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Sinthusa chandrana","Broad Spark","生灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Sinthusa nasaka","Narrow Spark","娜生灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Spindasis lohita","Long-banded Silverline","銀線灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Spindasis syama","Club Silverline","豆粒銀線灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Tajuria cippus","Peacock Royal","雙尾灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Tajuria maculata","Spotted Royal","豹斑雙尾灰蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Lycaenidae","灰蝶科","Butterflies","蝴蝶"
"Acraea issoria","Yellow Coster","苧麻珍蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Discophora sondaica","Common Duffer","鳳眼方環蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Faunis eumeus","Large Faun","串珠環蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Charaxes bernardus","Tawny Rajah","白帶螯蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Charaxes marmax","Yellow Rajah","螯蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Polyura athamas","Common Nawab","窄斑鳳尾蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Polyura nepenthes","Shan Nawab","忘憂尾蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Danaus chrysippus","Plain Tiger","金斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Danaus genutia","Common Tiger","虎斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euploea core","Common Indian Crow","幻紫斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euploea midamus","Blue-spotted Crow","藍點紫斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euploea mulciber","Striped Blue Crow","異型紫斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euploea sylvester","Double-branded Black Crow","雙標紫斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ideopsis similis","Ceylon Blue Glassy Tiger","擬旖斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parantica aglea","Glassy Tiger","絹斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parantica melaneus","Chocolate Tiger","黑絹斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parantica sita","Chestnut Tiger","大絹斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parantica swinhoei","Swinhoe's Tiger","史氏絹斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Tirumala limniace","Blue Tiger","青斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Tirumala septentrionis","Dark Blue Tiger","嗇青斑蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Argyreus hyperbius","Indian Fritillary","斐豹蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ariadne ariadne","Angled Castor","波蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Athyma cama","Orange Staff Sergeant","雙色帶蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Athyma nefte","Colour Sergeant","相思帶蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Athyma perius","Common Sergeant","玄珠帶蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Athyma ranga","Black-vein Sergeant","離斑帶蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Athyma selenophora","Staff Sergeant","新月帶蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Cethosia biblis","Red Lacewing","紅鋸蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Cirrochroa tyche","Common Yeoman","幸運轆蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Cupha erymanthis","Rustic","黃襟蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Cynitia whiteheadi","Green Skirt Baron","綠裙蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Cyrestis thyodamas","Common Mapwing","網絲蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Dichorragia nesimachus","Constable","電蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euripus nyctelius","Courtesan","芒蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euthalia aconthea","Baron","矛翠蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euthalia lubentina","Gaudy Baron","紅斑翠蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Euthalia phemius","White-edged Blue Baron","尖翅翠蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Hestina assimilis","Red Ring Skirt","黑脈蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Hypolimnas bolina","Great Eggfly","幻紫斑蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Hypolimnas misippus","Danaid Eggfly","金斑蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia almana","Peacock Pansy","美眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia atlites","Grey Pansy","波紋眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia hierta","Yellow Pansy","黃裳眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia iphita","Chocolate Pansy","鉤翅眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia lemonias","Lemon Pansy","蛇眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Junonia orithya","Blue Pansy","翠藍眼蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Kallima inachus","Orange Oakleaf","枯葉蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Kaniska canace","Blue Admiral","琉璃蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lexias pardalis","Common Archduke","小豹律蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Moduza procris","Commander","穆蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Neptis clinia","Southern Sullied Sailer","珂環蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Neptis hylas","Common Sailer","中環蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Neptis miah","Small Yellow Sailer","彌環蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Neptis soma","Sullied Sailer","娑環蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Pantoporia hordonia","Common Lascar","金蟠蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parasarpa dudu","White Commodore","丫紋俳蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Parathyma sulpitia","Five-dot Sergeant","殘鍔線蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Phaedyma columella","Short-banded Sailer","柱菲蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Phalanta phalantha","Common Leopard","珐蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Polygonia c-aureum","Comma","黃鉤蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Rohana parisatis","Black Prince","羅蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Sephisa chandra","Eastern Courtier","帥蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Symbrenthia lilaea","Common Jester","散紋盛蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Vagrans egista","Vagrant","彩蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Vanessa cardui","Painted Lady","小紅蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Vanessa indica","Indian Red Admiral","大紅蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Yoma sabina","Australian Lurcher","瑤蛺蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Elymnias hypermnestra","Common Palmfly","翠袖鋸眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lethe chandica","Angled Red Forester","曲紋黛眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lethe confusa","Banded Tree Brown","白帶黛眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lethe europa","Bamboo Tree Brown","長紋黛眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lethe rohria","Common Tree Brown","波紋黛眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Lethe verma","Straight-banded Tree Brown","玉帶黛眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Melanitis leda","Common Evening Brown","暮眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Melanitis phedima","Dark Evening Brown","睇暮眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Mycalesis mineus","Dark-brand Bush Brown","小眉眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Mycalesis zonata","South China Bush Brown","平頂眉眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Neope muirheadii","Muirhead's Labyrinth","蒙鏈蔭眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima baldus","Common Five-ring","矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima imitans","False Four-ring","擬四眼矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima lisandra","Straight Five-ring","黎桑矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima motschulskyi","Large Three-ring","東亞矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima norma","Small Three-ring","小三矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Ypthima praenubila","Common Four-ring","前霧矍眼蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Nymphalidae","蛺蝶科","Butterflies","蝴蝶"
"Byasa alcinous","Chinese Windmill","麝鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Chilasa agestor","Tawny Mime","褐斑鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Chilasa clytia","Common Mime","斑鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Graphium agamemnon","Tailed Jay","統帥青鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Graphium cloanthus","Glassy Bluebottle","寬帶青鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Graphium doson","Common Jay","木蘭青鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Graphium sarpedon","Common Bluebottle","青鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Lamproptera curius","White Dragontail","燕鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Pachliopta aristolochiae","Common Rose","紅珠鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio bianor","Chinese Peacock","碧鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio demoleus","Lime Butterfly","達摩鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio dialis","Southern Chinese Peacock","穹翠鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio helenus","Red Helen","玉斑鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio machaon","Old World Swallowtail","金鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio memnon","Great Mormon","美鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio paris","Paris Peacock","巴黎翠鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio polytes","Common Mormon","玉帶鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio protenor","Spangle","藍鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Papilio xuthus","Swallowtail","柑橘鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Pathysa antiphates","Five-bar Swordtail","綠鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Troides aeacus","Golden Birdwing","金裳鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Troides helena","Common Birdwing","裳鳳蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Papilionidae","鳳蝶科","Butterflies","蝴蝶"
"Catopsilia pomona","Lemon Emigrant","遷粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Catopsilia pyranthe","Mottled Emigrant","梨花遷粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Dercas verhuelli","Tailed Sulphur","檀方粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Eurema blanda","Three-spot Grass Yellow","檗黃粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Eurema brigitta","Small Grass Yellow","無標黃粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Eurema hecabe","Common Grass Yellow","寬邊黃粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Eurema laeta","Spotless Grass Yellow","尖角黃粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Appias albina","Common Albatross","白翅尖粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Appias lyncida","Chocolate Albatross","靈奇尖粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Cepora nerissa","Common Gull","黑脈園粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Delias acalis","Red-breast Jezebel","紅腋斑粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Delias belladonna","Hill Jezebel","艷婦斑粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Delias hyparete","Painted Jezebel","優越斑粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Delias pasithoe","Red-base Jezebel","報喜斑粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Hebomoia glaucippe","Great Orange Tip","鶴頂粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Ixias pyrene","Yellow Orange Tip","橙粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Leptosia nina","Psyche","纖粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Pieris canidia","Indian Cabbage White","東方菜粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Pieris rapae","Small Cabbage White","菜粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
