"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Prioneris philonome","Red-spot Sawtooth","紅肩鋸粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Prioneris thestylis","Spotted Sawtooth","鋸粉蝶","Arthropoda","節肢動物門","Insecta","昆蟲綱","Lepidoptera","鱗翅目","Pieridae","粉蝶科","Butterflies","蝴蝶"
"Philoganga vetusta","Ochre Titan","大溪蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Philogangidae","大溪蟌科","Dragonflies","蜻蜓"
"Matrona basilaris",,"透頂單脈色蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Calopterygidae","色蟌科","Dragonflies","蜻蜓"
"Mnais mneme","Indochinese Copperwing","煙翅綠色蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Calopterygidae","色蟌科","Dragonflies","蜻蜓"
"Neurobasis chinensis chinensis","Chinese Greenwing","華艷色蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Calopterygidae","色蟌科","Dragonflies","蜻蜓"
"Heliocypha perforata perforata","Common Blue Jewel","三斑陽鼻蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Chlorocyphidae","鼻蟌科","Dragonflies","蜻蜓"
"Euphaea decorata","Black-banded Gossamerwing","方帶溪蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Euphaeidae","溪蟌科","Dragonflies","蜻蜓"
"Euphaea opaca","Sooty Gossamerwing","褐翅溪蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Euphaeidae","溪蟌科","Dragonflies","蜻蜓"
"Agriomorpha fusca","Chinese Yellowface","白尾野蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Rhipidolestidae","扇山蟌科","Dragonflies","蜻蜓"
"Rhipidolestes janetae","Hong Kong Flatwing","珍妮扇山蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Rhipidolestidae","扇山蟌科","Dragonflies","蜻蜓"
"Lestes nodalis","Wandering Spreadwing","蕾尾絲蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Lestidae","絲蟌科","Dragonflies","蜻蜓"
"Lestes praemorsus praemorsus","Scalloped Spreadwing","舟尾絲蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Lestidae","絲蟌科","Dragonflies","蜻蜓"
"Aciagrion approximans","Violet Midget","霜藍狹翅蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Agriocnemis femina oryzae","Orange-tailed Midget","杯斑小蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Agriocnemis lacteola","Milky Midget","白腹小蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Agriocnemis pygmaea","Wandering Midget","黃尾小蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Ceriagrion auranticum ryukyuanum","Orange-tailed Sprite","翠胸黃蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Ischnura asiatica","Asian Bluetail","東亞異痣蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Ischnura senegalensis","Common Bluetail","褐斑異痣蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Ischnura rufostigma","Red Bluetail","赤斑異痣蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Mortonagrion hirosei","Four-spot Midget","廣瀨妹蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Paracercion calamorum dyeri","Dusky Lilysquatter","藍紋尾蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Paracercion hieroglyphicum","Japanese Lilysquatter","隼尾蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Paracercion melanotum","Eastern Lilysquatter","黑背尾蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Pseudagrion microcephalum","Blue Sprite","綠斑蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Pseudagrion pruinosum fraseri","Ferruginous-faced Sprite","赤斑蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Pseudagrion rubriceps rubriceps","Orange-faced Sprite","丹頂斑蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Pseudagrion spencei","Brook Sprite","褐斑蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Coenagrionidae","蟌科","Dragonflies","蜻蜓"
"Calicnemia sinensis","Chinese Mountain Damsel","華麗扇蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Coeliccia cyanomelas","Blue Forest Damsel","黃紋長腹扇蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Copera marginipes","Yellow Featherlegs","黃狹扇蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Onychargia atrocyana","Marsh Dancer","毛面同痣蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Prodasineura autumnalis","Black Threadtail","烏微橋原蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Prodasineura croconota","Orange-backed Threadtail","朱背微橋原蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Pseudocopera ciliata","Black-kneed Featherlegs","毛狹扇蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platycnemididae","扇蟌科","Dragonflies","蜻蜓"
"Drepanosticta hongkongensis","Blue-tailed Shadowdamsel","香港鐮扁蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platystictidae","扁蟌科","Dragonflies","蜻蜓"
"Protosticta beaumonti","Short-winged Shadowdamsel","黃頸原扁蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platystictidae","扁蟌科","Dragonflies","蜻蜓"
"Protosticta taipokauensis","White-banded Shadowdamsel","白瑞原扁蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platystictidae","扁蟌科","Dragonflies","蜻蜓"
"Sinosticta ogatai","Yellow-spotted Shadowdamsel","緒方華扁蟌","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Platystictidae","扁蟌科","Dragonflies","蜻蜓"
"Anaciaeschna jaspidea","Common Evening Hawker","碧翠蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Anax guttatus","Pale-spotted Emperor","斑偉蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Anax immaculifrons","Fiery Emperor","黃偉蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Anax indicus","Elephant Emperor","印度偉蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Anax nigrofasciatus nigrofasciatus","Blue-spotted Emperor","黑紋偉蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Anax parthenope julius","Lesser Emperor","碧偉蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Cephalaeschna klotsae","Yellow-spotted Dusk-hawker","克氏頭蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Gynacantha japonica","Blue-spotted Dusk-hawker","日本長尾蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Gynacantha ryukyuensis","Ryukyu Dusk-hawker","琉球長尾蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Gynacantha saltatrix","Little Dusk-hawker","跳長尾蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Gynacantha subinterrupta","Dingy Dusk-hawker","細腰長尾蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Planaeschna skiaperipola",,"幽靈黑額蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Polycanthagyna erythromelas","Tiger Hawker","紅褐多棘蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Polycanthagyna ornithocephala","Bird-beaked Hawker","藍黑多棘蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Tetracanthagyna waterhousei","Giant River Hawker","沃氏短痣蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Aeshnidae","蜓科","Dragonflies","蜻蜓"
"Asiagomphus hainanensis","Hainan Clubtail","海南亞春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Burmagomphus vermicularis","Dog-legged Clubtail","聯紋緬春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Euthygomphus koxingai","Whitetip Clubtail","國姓簡尾春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Fukienogomphus choifongae","Hong Kong Tusktail","賽芳閩春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Gomphidia kelloggi","Chinese Tiger","克氏小葉春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Heliogomphus retroflexus","White-tipped Grappletail","扭尾曦春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Heliogomphus scorpio","South China Grappletail","獨角曦春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Ictinogomphus pertinax","Common Flangetail","霸王葉春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Labrogomphus torvus","Marauder Clubtail","凶猛春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Lamelligomphus hainanensis","Hainan Hooktail","海南環尾春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Leptogomphus hongkongensis","Hong Kong Clubtail","香港纖春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Megalogomphus sommeri","Giant Hooktail","薩默碩春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Melligomphus guangdongensis","Guangdong Hooktail","廣東彎尾春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Ophiogomphus sinicus","Chinese Hooktail","中華長鈎春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Paragomphus capricornis","Tawny Hooktail","鈎尾副春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Sieboldius alexanderi","Small Dragonhunter","亞力施春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Sieboldius deflexus","Large Dragonhunter","折尾施春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Sinictinogomphus clavatus","Golden Flangetail","大團扇春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Stylogomphus chunliuae","Small Clubtail","純鎏尖尾春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Stylogomphus sp. 1",,"尖尾春蜓屬待定種1","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Stylurus annulatus",,,"Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Stylurus clathratus",,"黑面擴腹春蜓","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Gomphidae","春蜓科","Dragonflies","蜻蜓"
"Anotogaster cf. klossi",,"圓臀大蜓屬品種","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Cordulegastridae","大蜓科","Dragonflies","蜻蜓"
"Epophthalmia elegans","Regal Pond Cruiser","閃藍麗大偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Macromiidae","大偽蜻科","Dragonflies","蜻蜓"
"Macromia berlandi","Angle-winged Cruiser","伯蘭大偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Macromiidae","大偽蜻科","Dragonflies","蜻蜓"
"Macromia katae","South China Cruiser","天使大偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Macromiidae","大偽蜻科","Dragonflies","蜻蜓"
"Macromia urania","Club-tailed Cruiser","天王大偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Macromiidae","大偽蜻科","Dragonflies","蜻蜓"
"Idionyx claudia","South China Shadow-emerald","郁異偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Synthemistidae","綜蜻科","Dragonflies","蜻蜓"
"Idionyx victor","Dancing Shadow-emerald","威異偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Synthemistidae","綜蜻科","Dragonflies","蜻蜓"
"Macromidia ellenae","Spangled Shadow-emerald","伊中偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Synthemistidae","綜蜻科","Dragonflies","蜻蜓"
"Macromidia rapida","Common Shadow-emerald","颶中偽蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Synthemistidae","綜蜻科","Dragonflies","蜻蜓"
"Acisoma panorpoides","Asian Pintail","錐腹蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Aethriamanta brevipennis","Elusive Adjutant","紅腹異蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Brachydiplax flavovittata","Blue Dasher","藍額疏脈蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Brachythemis contaminata","Asian Amberwing","黃翅蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Crocothemis servilia servilia","Crimson Darter","紅蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Diplacodes nebulosa","Black-tipped Percher","斑藍小蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Diplacodes trivialis","Blue Percher","紋藍小蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Hydrobasileus croceus","Amber-winged Glider","臀斑楔翅蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Indothemis carnatica","Black Marsh Skimmer","深藍印蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Lyriothemis elegantissima","Forest Chaser","華麗寬腹蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Macrodiplax cora","Coastal Glider","高翔漭蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Nannophya pygmaea","Scarlet Dwarf","侏紅小蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Nannophyopsis clara","Emerald Dwarf","膨腹斑小蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Neurothemis fulvia","Russet Percher","網脈蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Neurothemis tullia tullia","Pied Percher","截斑脈蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Onychothemis tonkinensis","Black Riverdarter","海灣爪蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum albistylum","White-tailed Skimmer","白尾灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum chrysis","Red-faced Skimmer","華麗灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum glaucum","Common Blue Skimmer","黑尾灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum luzonicum","Marsh Skimmer","呂宋灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum melania","Greater Blue Skimmer","異色灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum poecilops poecilops","Mangrove Skimmer","斑灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum pruinosum neglectum","Common Red Skimmer","赤褐灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum sabina sabina","Green Skimmer","狹腹灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
"Orthetrum triangulare triangulare","Lesser Blue Skimmer","鼎脈灰蜻","Arthropoda","節肢動物門","Insecta","昆蟲綱","Odonata","蜻蜓目","Libellulidae","蜻科","Dragonflies","蜻蜓"
